created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2026-01-17T14:02:41Z,1268,9f48: @w1r,1768658520,"Moist,+004.29,+008.69,+009.60,+004.67,+002.89,+003.84,+004.86,+005.77","Temp,+009.93,+010.06,+009.87,+009.89,+009.62,+009.68,+009.80,+009.97","Batt,3.68",,,
2026-01-17T15:01:52Z,1269,hub,1768662071,"Moist,+006.30,+005.02,+004.74,+003.81,+004.48,+003.47,+003.47,+005.05","Temp,+015.91,+016.26,+016.27,+016.45,+016.75,+017.09,+016.87,+016.27","Batt,5.06",,,
2026-01-17T15:02:47Z,1270,9f48: @w1r,1768662125,"Moist,+004.59,+009.07,+009.57,+004.65,+002.96,+003.86,+004.90,+005.82","Temp,+014.10,+014.51,+014.53,+014.49,+014.47,+014.71,+015.18,+015.77","Batt,3.68",,,
2026-01-17T16:01:59Z,1271,hub,1768665677,"Moist,+006.25,+004.75,+004.25,+003.53,+004.11,+003.25,+003.38,+004.90","Temp,+026.91,+028.20,+028.57,+028.76,+029.52,+030.80,+031.18,+031.29","Batt,5.06",,,
2026-01-17T16:02:53Z,1272,9f48: @w1r,1768665731,"Moist,+005.58,+009.87,+008.84,+004.24,+002.85,+003.77,+004.72,+005.94","Temp,+026.25,+027.84,+028.80,+029.06,+028.85,+029.03,+029.83,+030.55","Batt,3.82",,,
2026-01-17T17:02:06Z,1273,hub,1768669283,"Moist,+006.03,+004.51,+003.82,+003.17,+003.68,+002.98,+003.22,+004.53","Temp,+030.70,+032.35,+033.00,+033.25,+034.33,+036.13,+037.33,+038.62","Batt,5.06",,,
2026-01-17T17:03:00Z,1274,9f48: @w1r,1768669337,"Moist,+006.06,+010.34,+008.57,+004.25,+002.83,+003.84,+004.73,+005.85","Temp,+035.47,+037.94,+039.14,+038.26,+037.54,+038.12,+038.50,+038.45","Batt,3.94",,,
2026-01-17T18:02:12Z,1275,hub,1768672890,"Moist,+006.17,+004.77,+004.15,+003.32,+003.87,+003.02,+003.14,+004.76","Temp,+034.78,+036.13,+036.61,+036.68,+037.80,+039.64,+041.11,+042.52","Batt,5.06",,,
2026-01-17T18:03:08Z,1276,9f48: @w1r,1768672944,"Moist,+005.58,+010.15,+008.97,+004.32,+002.83,+003.63,+004.48,+005.58","Temp,+037.48,+040.73,+042.63,+042.05,+040.90,+041.67,+042.18,+042.14","Batt,3.99",,,
2026-01-17T19:02:20Z,1277,hub,1768676496,"Moist,+006.42,+004.89,+004.35,+003.63,+004.09,+003.31,+003.36,+004.96","Temp,+035.54,+037.07,+037.67,+037.98,+039.01,+041.00,+042.65,+044.52","Batt,5.06",,,
2026-01-17T19:03:15Z,1278,9f48: @w1r,1768676551,"Moist,+004.83,+009.59,+009.27,+004.18,+002.78,+003.72,+004.31,+005.38","Temp,+040.64,+043.78,+045.30,+044.30,+043.17,+043.89,+044.27,+044.03","Batt,4.03",,,
2026-01-17T20:02:27Z,1279,hub,1768680103,"Moist,+006.61,+005.23,+004.85,+003.99,+004.70,+003.51,+003.61,+005.23","Temp,+025.50,+026.43,+026.62,+026.75,+027.28,+028.33,+029.20,+030.10","Batt,5.06",,,
2026-01-17T20:03:21Z,1280,9f48: @w1r,1768680157,"Moist,+004.74,+009.34,+009.64,+004.47,+002.89,+003.84,+004.53,+005.56","Temp,+027.90,+029.62,+030.33,+030.13,+029.25,+029.61,+029.71,+029.50","Batt,4.04",,,
2026-01-17T21:02:33Z,1281,hub,1768683709,"Moist,+006.69,+005.24,+004.80,+003.93,+004.62,+003.44,+003.52,+005.27","Temp,+031.05,+031.75,+031.90,+031.89,+032.50,+033.78,+034.78,+035.90","Batt,5.06",,,
2026-01-17T21:03:28Z,1282,9f48: @w1r,1768683763,"Moist,+004.67,+009.43,+009.88,+004.50,+002.86,+003.82,+004.48,+005.52","Temp,+032.36,+034.83,+035.91,+035.54,+034.61,+035.16,+035.52,+035.51","Batt,4.06",,,
2026-01-17T22:02:40Z,1283,hub,1768687315,"Moist,+006.73,+005.35,+004.88,+004.04,+004.56,+003.52,+003.66,+005.31","Temp,+028.58,+029.16,+029.16,+029.00,+029.52,+030.45,+031.13,+031.88","Batt,5.06",,,
2026-01-17T22:03:34Z,1284,9f48: @w1r,1768687369,"Moist,+004.58,+009.16,+009.94,+004.74,+002.95,+003.98,+004.57,+005.58","Temp,+027.79,+030.33,+031.33,+031.41,+030.55,+031.08,+031.38,+031.37","Batt,4.08",,,
2026-01-17T23:02:47Z,1285,hub,1768690921,"Moist,+006.71,+005.51,+005.23,+004.30,+005.00,+003.77,+003.75,+005.53","Temp,+020.90,+021.24,+021.24,+021.19,+021.48,+021.82,+022.14,+022.31","Batt,5.06",,,
2026-01-17T23:03:42Z,1286,9f48: @w1r,1768690976,"Moist,+004.73,+009.18,+009.88,+004.67,+003.07,+003.91,+004.70,+005.74","Temp,+019.98,+021.09,+021.54,+021.95,+021.44,+021.76,+021.81,+021.80","Batt,4.09",,,
2026-01-18T00:02:53Z,1287,hub,1768694527,"Moist,+006.84,+005.81,+005.77,+004.68,+005.43,+003.99,+003.98,+005.73","Temp,+014.73,+014.84,+014.86,+015.04,+015.12,+015.23,+015.36,+015.56","Batt,5.06",,,
2026-01-18T00:03:48Z,1288,9f48: @w1r,1768694581,"Moist,+004.36,+008.79,+010.11,+004.77,+003.02,+003.88,+004.77,+005.61","Temp,+015.10,+015.31,+015.43,+015.68,+015.18,+015.21,+015.18,+015.18","Batt,4.03",,,
2026-01-18T01:03:00Z,1289,hub,1768698133,"Moist,+006.70,+005.68,+005.57,+004.55,+005.23,+003.86,+003.91,+005.56","Temp,+012.59,+012.48,+012.49,+012.57,+012.61,+012.56,+012.58,+012.72","Batt,5.06",,,
2026-01-18T01:03:54Z,1290,9f48: @w1r,1768698187,"Moist,+004.38,+008.73,+009.95,+004.75,+002.97,+003.86,+004.64,+005.60","Temp,+012.64,+012.70,+012.65,+012.72,+012.34,+012.35,+012.44,+012.57","Batt,4.04",,,
2026-01-18T02:03:06Z,1291,hub,1768701739,"Moist,+006.62,+005.55,+005.48,+004.31,+005.09,+003.71,+003.85,+005.48","Temp,+010.83,+010.70,+010.62,+010.77,+010.75,+010.67,+010.60,+010.71","Batt,5.06",,,
2026-01-18T02:04:00Z,1292,9f48: @w1r,1768701792,"Moist,+004.34,+008.71,+009.85,+004.73,+002.88,+003.75,+004.61,+005.56","Temp,+010.65,+010.70,+010.67,+010.71,+010.33,+010.42,+010.45,+010.57","Batt,4.01",,,
2026-01-18T03:03:12Z,1293,hub,1768705344,"Moist,+006.69,+005.60,+005.48,+004.35,+005.12,+003.75,+003.84,+005.49","Temp,+009.42,+009.29,+009.26,+009.37,+009.41,+009.28,+009.19,+009.29","Batt,5.06",,,
2026-01-18T03:04:06Z,1294,9f48: @w1r,1768705398,"Moist,+004.28,+008.69,+009.96,+004.78,+002.95,+003.78,+004.72,+005.64","Temp,+009.33,+009.28,+009.24,+009.31,+008.95,+009.02,+009.03,+009.15","Batt,4.02",,,
2026-01-18T04:03:18Z,1295,hub,1768708950,"Moist,+006.58,+005.57,+005.44,+004.24,+005.03,+003.64,+003.77,+005.45","Temp,+008.05,+007.86,+007.79,+007.95,+008.00,+007.86,+007.76,+007.87","Batt,5.06",,,
2026-01-18T04:04:13Z,1296,9f48: @w1r,1768709004,"Moist,+004.27,+008.77,+009.96,+004.82,+002.94,+003.81,+004.71,+005.61","Temp,+007.89,+007.86,+007.75,+007.87,+007.49,+007.56,+007.61,+007.73","Batt,4.02",,,
2026-01-18T05:03:24Z,1297,hub,1768712555,"Moist,+006.59,+005.49,+005.41,+004.23,+005.00,+003.63,+003.79,+005.38","Temp,+006.57,+006.37,+006.34,+006.45,+006.47,+006.33,+006.25,+006.34","Batt,5.06",,,
2026-01-18T05:04:18Z,1298,9f48: @w1r,1768712609,"Moist,+004.32,+008.86,+009.91,+004.97,+002.95,+003.78,+004.77,+005.70","Temp,+006.38,+006.34,+006.32,+006.34,+005.97,+006.07,+006.07,+006.24","Batt,3.97",,,
2026-01-18T06:03:30Z,1299,hub,1768716161,"Moist,+006.54,+005.47,+005.38,+004.17,+004.96,+003.55,+003.75,+005.34","Temp,+005.03,+004.80,+004.77,+004.87,+005.02,+004.84,+004.81,+004.92","Batt,5.05",,,
2026-01-18T06:04:24Z,1300,9f48: @w1r,1768716215,"Moist,+004.45,+008.90,+009.88,+005.17,+002.93,+003.77,+004.82,+005.69","Temp,+004.84,+004.90,+004.79,+004.80,+004.42,+004.54,+004.59,+004.77","Batt,3.95",,,
2026-01-18T07:03:36Z,1301,hub,1768719766,"Moist,+006.52,+005.51,+005.37,+004.23,+004.97,+003.60,+003.71,+005.42","Temp,+003.72,+003.49,+003.41,+003.56,+003.63,+003.49,+003.49,+003.61","Batt,5.06",,,
2026-01-18T07:04:30Z,1302,9f48: @w1r,1768719820,"Moist,+004.47,+009.03,+009.86,+005.30,+002.99,+003.78,+004.85,+005.70","Temp,+003.66,+003.72,+003.59,+003.50,+003.11,+003.24,+003.32,+003.47","Batt,3.94",,,
2026-01-18T08:03:42Z,1303,hub,1768723371,"Moist,+006.52,+005.49,+005.35,+004.16,+004.93,+003.49,+003.70,+005.34","Temp,+002.67,+002.43,+002.35,+002.51,+002.68,+002.52,+002.46,+002.64","Batt,5.06",,,
2026-01-18T08:04:36Z,1304,9f48: @w1r,1768723425,"Moist,+004.54,+009.03,+009.85,+005.39,+002.87,+003.73,+004.81,+005.69","Temp,+002.83,+002.78,+002.66,+002.56,+002.17,+002.29,+002.38,+002.53","Batt,3.95",,,
2026-01-18T09:03:47Z,1305,hub,1768726977,"Moist,+006.50,+005.45,+005.38,+004.14,+004.89,+003.48,+003.64,+005.34","Temp,+001.86,+001.60,+001.52,+001.68,+001.75,+001.60,+001.52,+001.72","Batt,5.04",,,
2026-01-18T09:04:42Z,1306,9f48: @w1r,1768727031,"Moist,+004.56,+009.03,+009.83,+005.43,+002.89,+003.73,+004.88,+005.70","Temp,+001.78,+001.83,+001.72,+001.61,+001.22,+001.34,+001.45,+001.58","Batt,3.91",,,
2026-01-18T10:03:53Z,1307,hub,1768730582,"Moist,+006.39,+005.35,+005.25,+004.08,+004.84,+003.49,+003.63,+005.18","Temp,+001.49,+001.24,+001.14,+001.24,+001.38,+001.13,+001.06,+001.19","Batt,5.06",,,
2026-01-18T10:04:48Z,1308,9f48: @w1r,1768730636,"Moist,+004.64,+009.13,+009.81,+005.50,+002.85,+003.70,+004.89,+005.70","Temp,+001.25,+001.26,+001.16,+001.04,+000.70,+000.83,+000.98,+001.11","Batt,3.93",,,
2026-01-18T11:03:59Z,1309,hub,1768734187,"Moist,+006.40,+005.41,+005.29,+004.01,+004.88,+003.47,+003.66,+005.21","Temp,+001.01,+000.77,+000.75,+000.85,+000.98,+000.78,+000.68,+000.79","Batt,5.06",,,
2026-01-18T11:04:54Z,1310,9f48: @w1r,1768734241,"Moist,+004.77,+009.12,+009.83,+005.46,+002.89,+003.74,+004.87,+005.78","Temp,+000.82,+000.88,+000.77,+000.70,+000.36,+000.41,+000.52,+000.72","Batt,3.92",,,
2026-01-18T12:04:05Z,1311,hub,1768737793,"Moist,+006.43,+005.37,+005.27,+004.14,+004.83,+003.45,+003.62,+005.17","Temp,+000.54,+000.30,+000.24,+000.38,+000.52,+000.30,+000.23,+000.39","Batt,5.06",,,
2026-01-18T12:04:59Z,1312,9f48: @w1r,1768737847,"Moist,+004.64,+009.09,+009.74,+005.49,+002.88,+003.67,+004.96,+005.76","Temp,+000.38,+000.41,+000.30,+000.29,-000.06,+000.01,+000.07,+000.28","Batt,3.88",,,
2026-01-18T13:04:10Z,1313,hub,1768741398,"Moist,+006.32,+005.32,+005.17,+004.03,+004.81,+003.38,+003.54,+005.28","Temp,-000.62,-000.83,-000.91,-000.79,-000.64,-000.86,-000.89,-000.74","Batt,5.06",,,
2026-01-18T13:05:05Z,1314,9f48: @w1r,1768741452,"Moist,+004.71,+009.12,+009.71,+005.57,+002.85,+003.68,+005.01,+005.70","Temp,-000.80,-000.76,-000.84,-000.90,-001.26,-001.13,-001.03,-000.88","Batt,3.89",,,
2026-01-18T14:04:16Z,1315,hub,1768745003,"Moist,+006.28,+005.18,+004.98,+003.84,+004.53,+003.19,+003.41,+004.96","Temp,+001.30,+001.19,+001.06,+001.42,+001.83,+002.43,+002.30,+002.08","Batt,5.06",,,
2026-01-18T14:05:11Z,1316,9f48: @w1r,1768745057,"Moist,+004.72,+009.20,+009.71,+005.29,+002.84,+003.71,+004.89,+005.80","Temp,+003.09,+003.23,+002.42,+002.20,+001.81,+001.74,+002.05,+002.05","Batt,3.88",,,
2026-01-18T15:04:22Z,1317,hub,1768748608,"Moist,+005.91,+004.68,+004.15,+003.24,+003.93,+003.03,+003.05,+004.42","Temp,+012.03,+012.01,+011.67,+011.49,+011.78,+013.07,+012.97,+012.19","Batt,5.06",,,
2026-01-18T15:05:17Z,1318,9f48: @w1r,1768748663,"Moist,+005.48,+009.86,+009.01,+004.34,+002.80,+003.70,+005.37,+006.82","Temp,+007.04,+007.47,+007.38,+007.87,+009.26,+009.13,+009.75,+011.40","Batt,3.85",,,
2026-01-18T16:04:28Z,1319,hub,1768752214,"Moist,+006.10,+004.57,+003.96,+003.20,+003.92,+003.05,+003.27,+004.58","Temp,+023.82,+024.21,+024.03,+024.27,+025.39,+026.79,+027.16,+027.69","Batt,5.06",,,
2026-01-18T16:05:23Z,1320,9f48: @w1r,1768752268,"Moist,+006.47,+010.52,+008.69,+004.21,+002.97,+003.85,+004.87,+006.19","Temp,+022.30,+023.24,+025.12,+025.97,+026.17,+026.18,+026.65,+027.24","Batt,4.03",,,
2026-01-18T17:04:35Z,1321,hub,1768755820,"Moist,+006.24,+004.56,+004.00,+003.20,+003.81,+003.06,+003.11,+004.82","Temp,+034.84,+035.78,+035.50,+035.50,+036.74,+038.50,+039.81,+041.34","Batt,5.06",,,
2026-01-18T17:05:30Z,1322,9f48: @w1r,1768755875,"Moist,+006.56,+010.92,+008.77,+004.13,+002.88,+003.83,+004.74,+005.90","Temp,+037.60,+040.19,+041.93,+041.10,+039.99,+041.20,+041.87,+041.62","Batt,4.09",,,
2026-01-18T18:04:41Z,1323,hub,1768759427,"Moist,+006.11,+004.51,+003.74,+003.26,+003.68,+002.94,+002.98,+004.52","Temp,+041.44,+043.46,+043.11,+042.67,+043.79,+045.65,+047.10,+048.45","Batt,5.06",,,
2026-01-18T18:05:37Z,1324,9f48: @w1r,1768759481,"Moist,+006.51,+010.75,+008.62,+004.06,+002.77,+003.57,+004.36,+005.53","Temp,+040.59,+044.87,+047.23,+045.95,+044.85,+046.75,+048.29,+048.28","Batt,4.09",,,
2026-01-18T19:04:49Z,1325,hub,1768763033,"Moist,+006.14,+004.60,+003.90,+003.30,+003.77,+002.91,+002.98,+004.57","Temp,+041.14,+041.92,+041.34,+041.53,+043.00,+045.59,+047.50,+049.99","Batt,5.06",,,
2026-01-18T19:05:54Z,1326,9f48: @w1r,1768763098,"Moist,+005.85,+010.64,+008.86,+003.98,+002.71,+003.60,+004.20,+005.29","Temp,+046.47,+050.07,+051.62,+049.70,+048.41,+049.47,+049.94,+049.59","Batt,4.09",,,
2026-01-18T20:04:56Z,1327,hub,1768766640,"Moist,+006.24,+004.62,+003.95,+003.32,+003.86,+002.95,+003.09,+004.75","Temp,+040.39,+041.71,+041.45,+041.41,+042.65,+045.08,+046.90,+049.41","Batt,5.06",,,
2026-01-18T20:05:51Z,1328,9f48: @w1r,1768766694,"Moist,+005.65,+010.50,+009.17,+004.15,+002.71,+003.66,+004.31,+005.58","Temp,+045.17,+049.23,+050.72,+048.82,+047.80,+048.95,+049.35,+048.99","Batt,4.09",,,
2026-01-18T21:05:03Z,1329,hub,1768770246,"Moist,+006.42,+004.94,+004.20,+003.48,+004.00,+003.18,+003.26,+004.83","Temp,+037.52,+038.14,+037.67,+037.80,+038.84,+040.99,+042.88,+045.48","Batt,5.06",,,
2026-01-18T21:05:58Z,1330,9f48: @w1r,1768770300,"Moist,+005.25,+009.94,+009.48,+004.23,+002.72,+003.67,+004.27,+005.26","Temp,+043.12,+046.53,+047.59,+046.22,+044.86,+045.53,+045.41,+044.74","Batt,4.09",,,
2026-01-18T22:05:10Z,1331,hub,1768773853,"Moist,+006.46,+005.03,+004.48,+003.65,+004.23,+003.26,+003.50,+004.98","Temp,+031.41,+032.90,+033.06,+032.97,+033.56,+035.42,+037.09,+039.03","Batt,5.06",,,
2026-01-18T22:06:05Z,1332,9f48: @w1r,1768773907,"Moist,+004.90,+009.71,+009.90,+004.37,+002.85,+003.72,+004.52,+005.46","Temp,+036.04,+039.30,+040.16,+039.32,+038.24,+038.72,+038.59,+037.99","Batt,4.09",,,
2026-01-18T23:05:16Z,1333,hub,1768777459,"Moist,+006.71,+005.42,+005.15,+004.21,+004.90,+003.68,+003.66,+005.43","Temp,+026.68,+027.38,+027.46,+027.39,+027.75,+028.68,+029.65,+030.58","Batt,5.06",,,
2026-01-18T23:06:11Z,1334,9f48: @w1r,1768777513,"Moist,+004.53,+009.32,+010.22,+004.68,+002.90,+003.88,+004.47,+005.49","Temp,+028.38,+030.56,+031.04,+031.05,+030.37,+030.69,+030.20,+029.49","Batt,4.09",,,
2026-01-19T00:05:23Z,1335,hub,1768781065,"Moist,+006.88,+005.89,+005.81,+004.69,+005.37,+003.91,+004.00,+005.75","Temp,+015.09,+015.32,+015.32,+015.52,+015.75,+016.08,+016.39,+016.63","Batt,5.06",,,
2026-01-19T00:06:18Z,1336,9f48: @w1r,1768781119,"Moist,+004.12,+008.43,+010.29,+004.93,+003.03,+004.01,+004.76,+005.64","Temp,+014.78,+016.02,+016.45,+016.97,+016.24,+016.33,+016.24,+016.00","Batt,4.09",,,
2026-01-19T01:05:30Z,1337,hub,1768784671,"Moist,+006.64,+005.69,+005.62,+004.43,+005.21,+003.74,+003.87,+005.53","Temp,+008.12,+008.10,+008.13,+008.35,+008.47,+008.46,+008.49,+008.69","Batt,5.06",,,
2026-01-19T01:06:24Z,1338,9f48: @w1r,1768784725,"Moist,+004.10,+008.47,+010.15,+005.02,+003.03,+003.86,+004.85,+005.64","Temp,+008.61,+008.69,+008.57,+008.66,+008.20,+008.30,+008.32,+008.39","Batt,4.09",,,
2026-01-19T02:05:35Z,1339,hub,1768788277,"Moist,+006.60,+005.64,+005.52,+004.26,+005.08,+003.64,+003.79,+005.41","Temp,+005.98,+005.86,+005.89,+006.16,+006.23,+006.10,+006.11,+006.33","Batt,5.06",,,
